"","time","S","I","R","C","V6"
"931",239,0.493496551354664,0.00268826701838546,0.503815181626951,0.506403448645336,0.231049060186648
"941",240,0.493190358820116,0.0026841356384071,0.504125505541476,0.506709641179884,0.231049060186648
"951",241,0.492884837182522,0.00267982122231113,0.504435341595167,0.507015162817478,0.231049060186648
"961",242,0.492580006186699,0.00267532509439457,0.504744668718906,0.507319993813301,0.231049060186648
"971",243,0.492275885375525,0.0026706486252288,0.505053465999246,0.507624114624475,0.231049060186648
"981",244,0.491972494085479,0.0026657932308133,0.505361712683708,0.507927505914521,0.231049060186648
"991",245,0.491669851442316,0.00266076037170741,0.505669388185976,0.508230148557684,0.231049060186648
"1001",246,0.491367976356861,0.00265555155214093,0.505976472090997,0.508532023643139,0.231049060186648
"1012",247,0.491066887520922,0.00265016831910472,0.506282944159973,0.508833112479078,0.231049060186648
"1021",248,0.490766603403334,0.00264461226142187,0.506588784335244,0.509133396596667,0.231049060186648
"1031",249,0.490467142246127,0.00263888500880058,0.506893972745072,0.509432857753873,0.231049060186648
"1041",250,0.490168522060827,0.00263298823086958,0.507198489708303,0.509731477939173,0.231049060186648
"1051",251,0.489870760624875,0.0026269236361971,0.507502315738927,0.510029239375125,0.231049060186648
"1061",252,0.48957387547819,0.00262069297129416,0.507805431550515,0.51032612452181,0.231049060186648
"1071",253,0.489277883919849,0.00261429801960333,0.508107818060547,0.510622116080151,0.231049060186648
"1081",254,0.488982803004907,0.0026077406004738,0.508409456394618,0.510917196995093,0.231049060186648
"1091",255,0.488688649541349,0.00260102256812371,0.508710327890527,0.511211350458651,0.231049060186648
"1101",256,0.488395440087165,0.0025941458105907,0.509010414102244,0.511504559912835,0.231049060186648
"1111",257,0.488103190947573,0.00258711224867173,0.509309696803755,0.511796809052427,0.231049060186648
"1121",258,0.487811918172358,0.00257992383485294,0.509608157992788,0.512088081827642,0.231049060186648
"1131",259,0.487521637553359,0.00257258255223069,0.509905779894409,0.51237836244664,0.231049060186648
"1141",260,0.487232364622079,0.00256509041342465,0.510202544964496,0.512667635377921,0.231049060186648
"115",261,0.48694411464743,0.00255744945948385,0.510498435893086,0.51295588535257,0.231049060186648
"116",262,0.486656902633617,0.00254966175878671,0.510793435607596,0.513243097366383,0.231049060186648
"117",263,0.486370743318144,0.00254172940593595,0.511087527275919,0.513529256681856,0.231049060186648
"118",264,0.486085651169964,0.00253365452064932,0.511380694309386,0.513814348830036,0.231049060186648
"119",265,0.485801640387747,0.00252543924664703,0.511672920365605,0.514098359612253,0.231049060186648
"120",266,0.485518724898294,0.00251708575053685,0.511964189351169,0.514381275101706,0.231049060186648
"1211",267,0.485236918355068,0.00250859622069779,0.512254485424234,0.514663081644932,0.231049060186648
"122",268,0.484956234136863,0.00249997286616316,0.512543792996974,0.514943765863137,0.231049060186648
"123",269,0.484676685346598,0.00249121791550397,0.512832096737898,0.515223314653402,0.231049060186648
"124",270,0.484398284810241,0.00248233361571357,0.513119381574045,0.515501715189759,0.231049060186648
"125",271,0.484121045075858,0.00247332223109418,0.513405632693047,0.515778954924142,0.231049060186648
"126",272,0.483844978412786,0.00246418604214647,0.513690835545066,0.516055021587214,0.231049060186648
"127",273,0.483570096810937,0.0024549273444627,0.5139749758446,0.516329903189063,0.231049060186648
"128",274,0.483296411980215,0.0024455484476244,0.51425803957216,0.516603588019784,0.231049060186648
"129",275,0.483023935350066,0.00243605167409748,0.514540012975836,0.516876064649934,0.231049060186648
"130",276,0.482752678069133,0.00242643935814594,0.514820882572721,0.517147321930867,0.231049060186648
"1311",277,0.482482651005062,0.00241671384477911,0.515100635150159,0.517417348994938,0.231049060186648
"132",278,0.482213864744378,0.0024068774886314,0.51537925776699,0.517686135255622,0.231049060186648
"133",279,0.48194632959251,0.00239693265290735,0.515656737754582,0.517953670407489,0.231049060186648
"134",280,0.481680055566118,0.00238688170850126,0.515933062725381,0.518219944433882,0.231049060186648
"135",281,0.481415052412836,0.00237672703247726,0.516208220554686,0.518484947587164,0.231049060186648
"136",282,0.481151329599948,0.00236647100732596,0.516482199392726,0.518748670400052,0.231049060186648
