t,Sv0,Ss0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Iv0,Is0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Rv0,Rs0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIv, pIv,pIs,pIg
689,0.031811,0.0170082,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.016658,0.000112716,0.000319966,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.000324141,0.00807627,0.0226719,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0230179,0.0212455,0.0536404,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0544228,0.0212455,0.00281791,0.00799914,0.00810353
690,0.0318215,0.0170368,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.0166871,0.000111294,0.000316314,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.000320461,0.00806722,0.0226469,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0229925,0.0212571,0.0536738,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0544567,0.0212571,0.00278235,0.00790786,0.00801153
691,0.0318321,0.0170656,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.0167164,0.000109908,0.000312762,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.000316881,0.00805804,0.0226216,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0229667,0.0212687,0.053707,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0544903,0.0212687,0.00274769,0.00781905,0.00792202
692,0.0318427,0.0170947,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.016746,0.000108557,0.000309306,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.000313399,0.00804872,0.022596,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0229406,0.0212801,0.0537398,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0545236,0.0212801,0.00271393,0.00773266,0.00783498
693,0.0318535,0.0171241,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.0167759,0.000107241,0.000305946,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.000310013,0.00803927,0.02257,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0229141,0.0212913,0.0537724,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0545566,0.0212913,0.00268103,0.00764866,0.00775033
694,0.0318643,0.0171536,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.0168059,0.00010596,0.00030268,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.000306722,0.0080297,0.0225437,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0228874,0.0213025,0.0538046,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0545893,0.0213025,0.002649,0.00756699,0.00766805
695,0.0318753,0.0171834,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.0168362,0.000104712,0.000299505,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.000303523,0.00802,0.0225171,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0228603,0.0213135,0.0538366,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0546217,0.0213135,0.00261781,0.00748762,0.00758808
696,0.0318863,0.0172134,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.0168666,0.000103498,0.00029642,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.000300415,0.00801019,0.0224902,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.022833,0.0213245,0.0538682,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0546538,0.0213245,0.00258744,0.00741049,0.00751038
697,0.0318974,0.0172435,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.0168973,0.000102316,0.000293422,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.000297396,0.00800027,0.022463,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0228053,0.0213353,0.0538997,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0546857,0.0213353,0.00255789,0.00733556,0.0074349
698,0.0319086,0.0172739,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.0169281,0.000101165,0.000290512,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.000294464,0.00799024,0.0224356,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.0227774,0.021346,0.0539308,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.0547173,0.021346,0.00252913,0.0072628,0.00736161
699,0.0319199,0.0173044,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.0169591,0.000100046,0.000287686,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.000291618,0.0079801,0.0224079,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0227492,0.0213566,0.0539617,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0547487,0.0213566,0.00250115,0.00719215,0.00729046
700,0.0319312,0.0173351,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,0.0169903,9.90E-05,0.000284943,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.000288856,0.00796986,0.02238,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0227208,0.0213672,0.0539924,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0547798,0.0213672,0.00247394,0.00712359,0.0072214
701,0.0319426,0.0173659,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,0.0170217,9.79E-05,0.000282282,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.000286177,0.00795952,0.0223518,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0226922,0.0213776,0.0540228,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0548106,0.0213776,0.00244748,0.00705706,0.00715441
702,0.031954,0.0173969,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,0.0170532,9.69E-05,0.000279702,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.000283578,0.0079491,0.0223234,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0226633,0.0213879,0.054053,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0548413,0.0213879,0.00242176,0.00699254,0.00708945
703,0.0319656,0.017428,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,0.0170848,9.59E-05,0.000277199,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.000281059,0.00793858,0.0222948,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0226342,0.0213982,0.054083,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0548717,0.0213982,0.00239676,0.00692998,0.00702647
704,0.0319771,0.0174593,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,0.0171165,9.49E-05,0.000274774,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.000278617,0.00792797,0.0222659,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0226048,0.0214083,0.0541128,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0549019,0.0214083,0.00237248,0.00686935,0.00696543
705,0.0319888,0.0174907,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,0.0171484,9.40E-05,0.000272425,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.000276252,0.00791728,0.0222369,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0225753,0.0214184,0.0541424,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0549319,0.0214184,0.00234889,0.00681061,0.00690631
706,0.0320004,0.0175222,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,0.0171804,9.30E-05,0.00027015,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.000273963,0.00790652,0.0222077,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0225456,0.0214284,0.0541718,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0549617,0.0214284,0.00232599,0.00675374,0.00684907
707,0.0320122,0.0175538,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,0.0172125,9.22E-05,0.000267947,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.000271747,0.00789568,0.0221782,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0225157,0.0214383,0.054201,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0549914,0.0214383,0.00230376,0.00669869,0.00679367
708,0.032024,0.0175855,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,0.0172447,9.13E-05,0.000265817,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.000269603,0.00788476,0.0221487,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0224857,0.0214481,0.05423,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0550208,0.0214481,0.00228219,0.00664543,0.00674008
709,0.0320358,0.0176173,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,0.017277,9.05E-05,0.000263757,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.000267531,0.00787378,0.0221189,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0224554,0.0214579,0.0542588,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0550501,0.0214579,0.00226126,0.00659393,0.00668828
