t,Sv0,Ss0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Iv0,Is0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Rv0,Rs0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIv, pIv,pIs,pIg
529,0.0334634,0.0245996,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.0229911,0.000128625,0.000422795,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.000491858,0.00640801,0.0149776,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.016517,0.0162082,0.0352056,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0386409,0.0162082,0.00321564,0.0105699,0.0122964
530,0.0334621,0.0245791,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.022965,0.000132189,0.00043429,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.000505124,0.00640567,0.0149866,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.0165299,0.016227,0.0352671,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.0387123,0.016227,0.00330472,0.0108573,0.0126281
531,0.0334604,0.0245571,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.022937,0.000135836,0.00044603,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.000518661,0.00640376,0.0149969,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0165443,0.0162463,0.0353302,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0387856,0.0162463,0.00339591,0.0111507,0.0129665
532,0.0334581,0.0245335,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.0229072,0.000139567,0.00045801,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.000532465,0.00640228,0.0150085,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0165603,0.0162661,0.035395,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0388607,0.0162661,0.00348918,0.0114503,0.0133116
533,0.0334554,0.0245083,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.0228756,0.000143382,0.000470229,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.000546533,0.00640125,0.0150215,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0165779,0.0162864,0.0354613,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0389377,0.0162864,0.00358454,0.0117557,0.0136633
534,0.033452,0.0244814,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.0228421,0.00014728,0.000482683,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.000560859,0.00640067,0.0150359,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.016597,0.0163072,0.0355294,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0390166,0.0163072,0.00368199,0.0120671,0.0140215
535,0.0334482,0.0244528,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.0228067,0.00015126,0.000495368,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.000575438,0.00640056,0.0150518,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0166178,0.0163286,0.0355991,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0390975,0.0163286,0.00378151,0.0123842,0.014386
536,0.0334438,0.0244226,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.0227694,0.000155323,0.000508279,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.000590264,0.00640091,0.0150691,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0166403,0.0163506,0.0356706,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0391804,0.0163506,0.00388308,0.012707,0.0147566
537,0.0334388,0.0243907,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.0227302,0.000159468,0.000521411,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.000605327,0.00640174,0.0150878,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0166644,0.0163731,0.0357438,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0392652,0.0163731,0.00398669,0.0130353,0.0151332
538,0.0334333,0.0243571,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.0226891,0.000163692,0.000534756,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.000620621,0.00640305,0.0151081,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0166903,0.0163962,0.0358188,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.039352,0.0163962,0.0040923,0.0133689,0.0155155
539,0.0334271,0.0243218,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.022646,0.000167996,0.000548308,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.000636135,0.00640486,0.0151299,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0167178,0.0164198,0.0358955,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0394408,0.0164198,0.00419989,0.0137077,0.0159034
540,0.0334205,0.0242848,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.022601,0.000172376,0.000562057,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.000651859,0.00640716,0.0151532,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0167471,0.0164441,0.0359741,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0395317,0.0164441,0.00430941,0.0140514,0.0162965
541,0.0334132,0.024246,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.022554,0.000176833,0.000575996,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.000667782,0.00640998,0.015178,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0167782,0.0164689,0.0360544,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0396246,0.0164689,0.00442081,0.0143999,0.0166945
542,0.0334053,0.0242055,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.0225051,0.000181362,0.000590114,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.000683889,0.00641331,0.0152044,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0168111,0.0164943,0.0361366,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0397196,0.0164943,0.00453406,0.0147529,0.0170972
543,0.0333969,0.0241632,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.0224541,0.000185963,0.0006044,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.000700169,0.00641717,0.0152324,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0168457,0.0165204,0.0362205,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0398166,0.0165204,0.00464907,0.01511,0.0175042
544,0.0333878,0.0241191,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.0224012,0.000190632,0.000618842,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.000716606,0.00642155,0.015262,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.0168822,0.016547,0.0363063,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.0399157,0.016547,0.0047658,0.0154711,0.0179151
545,0.0333782,0.0240733,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.0223464,0.000195367,0.000633428,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.000733184,0.00642647,0.0152932,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0169204,0.0165743,0.036394,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0400169,0.0165743,0.00488416,0.0158357,0.0183296
546,0.0333679,0.0240258,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.0222896,0.000200163,0.000648143,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.000749885,0.00643194,0.0153261,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0169606,0.0166021,0.0364835,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0401201,0.0166021,0.00500408,0.0162036,0.0187471
547,0.033357,0.0239765,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.0222308,0.000205019,0.000662973,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.000766693,0.00643795,0.0153605,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0170025,0.0166306,0.0365748,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0402254,0.0166306,0.00512547,0.0165743,0.0191673
548,0.0333456,0.0239255,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.0221701,0.000209929,0.000677901,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.000783587,0.00644451,0.0153966,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0170463,0.0166598,0.036668,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0403328,0.0166598,0.00524822,0.0169475,0.0195897
549,0.0333335,0.0238727,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.0221075,0.00021489,0.000692912,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.000800547,0.00645163,0.0154344,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.017092,0.0166895,0.036763,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0404421,0.0166895,0.00537224,0.0173228,0.0200137
