t,Sv0,Ss0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Iv0,Is0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Rv0,Rs0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIv, pIv,pIs,pIg
508,0.0333873,0.0247113,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,0.0231754,7.18E-05,0.000236371,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.000275512,0.0065409,0.0150524,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0165491,0.0159125,0.0342323,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0375079,0.0159125,0.00179452,0.00590928,0.0068878
509,0.0333947,0.0247178,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,0.0231803,7.38E-05,0.000243046,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.000283293,0.00653149,0.0150391,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.0165364,0.015923,0.034267,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.0375483,0.015923,0.00184475,0.00607615,0.00708232
510,0.0334018,0.0247234,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,7.59E-05,0.000249918,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.000291301,0.00652234,0.0150267,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0165246,0.0159338,0.0343026,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0375898,0.0159338,0.00189651,0.00624794,0.00728253
511,0.0334085,0.0247279,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,0.0231866,7.80E-05,0.000256991,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.000299542,0.00651346,0.0150151,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0165138,0.0159449,0.0343392,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0376325,0.0159449,0.00194983,0.00642478,0.00748855
512,0.033415,0.0247313,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,0.0231879,8.02E-05,0.00026427,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00030802,0.00650485,0.0150044,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.016504,0.0159563,0.0343769,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0376765,0.0159563,0.00200475,0.00660676,0.00770049
513,0.033421,0.0247337,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,0.023188,8.25E-05,0.000271759,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.000316738,0.00649653,0.0149946,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.0164953,0.015968,0.0344157,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.0377216,0.015968,0.00206131,0.00679398,0.00791846
514,0.0334267,0.0247349,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,0.0231867,8.48E-05,0.000279462,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.000325703,0.0064885,0.0149857,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0164876,0.0159801,0.0344555,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0377681,0.0159801,0.00211954,0.00698654,0.00814257
515,0.0334321,0.0247349,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,0.0231841,8.72E-05,0.000287382,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.000334917,0.00648077,0.0149777,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.0159926,0.0344965,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0378158,0.0159926,0.00217948,0.00718454,0.00837292
516,0.033437,0.0247338,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,0.0231802,8.96E-05,0.000295523,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.000344385,0.00647334,0.0149707,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0164755,0.0160053,0.0345387,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0378649,0.0160053,0.00224116,0.00738808,0.00860962
517,0.0334416,0.0247315,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,0.0231748,9.22E-05,0.000303889,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00035411,0.00646622,0.0149646,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0164711,0.0160185,0.034582,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0379154,0.0160185,0.00230461,0.00759723,0.00885276
518,0.0334458,0.0247279,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,0.023168,9.48E-05,0.000312484,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.000364097,0.00645942,0.0149596,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.0164679,0.016032,0.0346266,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.0379673,0.016032,0.00236988,0.00781209,0.00910242
519,0.0334496,0.0247231,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,0.0231598,9.75E-05,0.000321309,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.000374347,0.00645295,0.0149556,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0164658,0.0160459,0.0346724,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0380206,0.0160459,0.00243699,0.00803273,0.00935868
520,0.0334529,0.024717,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.0231501,0.000100239,0.000330369,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.000384865,0.00644682,0.0149526,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.016465,0.0160602,0.0347195,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0380754,0.0160602,0.00250597,0.00825924,0.00962163
521,0.0334559,0.0247096,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.0231389,0.000103075,0.000339667,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.000395653,0.00644103,0.0149508,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0164654,0.0160749,0.0347678,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0381318,0.0160749,0.00257686,0.00849167,0.00989133
522,0.0334584,0.0247008,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.0231262,0.000105988,0.000349203,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.000406713,0.00643558,0.01495,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.0164671,0.01609,0.0348176,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.0381896,0.01609,0.00264969,0.00873008,0.0101678
523,0.0334605,0.0246907,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.0231118,0.000108979,0.000358981,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.000418048,0.0064305,0.0149504,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0164701,0.0161056,0.0348687,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0382491,0.0161056,0.00272448,0.00897454,0.0104512
524,0.0334622,0.0246791,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.0230959,0.00011205,0.000369003,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.000429657,0.00642578,0.0149519,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0164745,0.0161215,0.0349212,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0383102,0.0161215,0.00280125,0.00922507,0.0107414
525,0.0334634,0.0246662,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.0230783,0.000115201,0.000379269,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.000441544,0.00642144,0.0149546,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0164801,0.0161379,0.0349751,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0383729,0.0161379,0.00288003,0.00948173,0.0110386
526,0.0334641,0.0246518,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.0230591,0.000118434,0.000389781,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.000453707,0.00641749,0.0149585,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0164872,0.0161548,0.0350305,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0384373,0.0161548,0.00296084,0.00974453,0.0113427
527,0.0334643,0.0246359,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.0230382,0.000121748,0.00040054,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.000466148,0.00641392,0.0149636,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0164957,0.0161721,0.0350873,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0385034,0.0161721,0.00304371,0.0100135,0.0116537
528,0.0334641,0.0246185,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.0230155,0.000125145,0.000411544,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.000478865,0.00641076,0.01497,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0165056,0.0161899,0.0351457,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0385712,0.0161899,0.00312863,0.0102886,0.0119716
